objid,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,redshift,redshift_err,class
1237648721755635936,20.96094,18.8447,17.68426,17.20983,16.89789,0.1263879,0.0984806,0.06812843,0.05062672,0.03765698,0.1848715,2.748237e-05,GALAXY
1237648721759567919,19.55186,18.10525,17.34956,16.91208,16.56796,0.1738725,0.1354803,0.09372465,0.06964746,0.05180492,0.07682706,7.85855e-06,GALAXY
1237648721755635953,19.85221,18.34376,17.53324,17.07724,16.72715,0.1286096,0.1002117,0.06932602,0.05151667,0.03831894,0.09437585,8.404088e-06,GALAXY
1237648721755636331,23.56853,21.75011,20.1605,19.26761,18.67935,0.13249,0.1032353,0.07141772,0.05307102,0.03947509,0.5170664,0.0001090364,GALAXY
1237648721755636373,24.55019,22.81489,21.15672,20.21868,19.76001,0.1297952,0.1011356,0.0699651,0.05199157,0.03867218,0.5317419,0.000143732,GALAXY
1237648721759568035,18.49099,16.50152,15.57606,15.14119,14.76745,0.1779338,0.1386448,0.09591385,0.07127427,0.05301496,0.07685871,1.416391e-05,GALAXY
1237648721755701402,20.37759,18.38676,17.42898,16.98722,16.65281,0.1315667,0.1025159,0.07092,0.05270116,0.03919998,0.08804104,2.651438e-05,GALAXY
1237648721755701507,22.75001,20.3746,18.72388,18.09012,17.72036,0.1404628,0.1094477,0.07571538,0.05626464,0.04185056,0.3607168,6.243899e-05,GALAXY
1237648721755701513,21.75965,20.30077,18.57274,17.93436,17.55035,0.1408249,0.1097298,0.07591056,0.05640968,0.04195844,0.3629462,6.664151e-05,GALAXY
1237648721755701972,22.06335,21.6361,20.90638,19.93479,19.49269,0.130814,0.1019294,0.0705143,0.05239968,0.03897574,0.7505437,0.0001572991,GALAXY
1237648721755702070,22.42398,21.9601,20.84607,19.74382,18.9744,0.1299585,0.1012628,0.07005311,0.05205696,0.03872082,0.5955046,0.0002337723,GALAXY
1237648721755702079,22.71164,21.74059,20.13375,19.11764,18.67771,0.1404003,0.109399,0.0756817,0.05623962,0.04183194,0.5186471,0.0001350175,GALAXY
1237648721755702096,23.39456,21.74984,20.28266,19.35528,19.0203,0.1353292,0.1054476,0.07294814,0.05420829,0.04032101,0.4343803,0.000135275,GALAXY
1237648721759633646,19.2841,17.86736,17.18202,16.78048,16.50713,0.1744931,0.1359638,0.09405914,0.06989602,0.0519898,0.07632522,1.070253e-05,GALAXY
1237648721755767288,23.06773,21.88122,20.20293,19.40459,19.07483,0.1300875,0.1013633,0.07012266,0.05210865,0.03875926,0.442123,0.0001446761,GALAXY
1237648721755767559,23.88576,21.02132,19.3005,18.5929,18.15531,0.1396528,0.1088166,0.07527879,0.05594021,0.04160924,0.4100277,7.956928e-05,GALAXY
1237648721755767676,22.97268,21.74701,20.26522,19.26325,18.82168,0.1424276,0.1109787,0.07677452,0.0570517,0.04243598,0.5168635,0.000137718,GALAXY
1237648721755767794,24.53768,22.73399,20.93676,19.83111,19.46871,0.1351548,0.1053117,0.07285414,0.05413844,0.04026905,0.5959275,0.0002606901,GALAXY
1237648721755832700,21.90408,21.45603,20.46119,19.75281,19.41325,0.1546086,0.12047,0.08334058,0.06193098,0.04606527,0.5814694,0.0001065669,GALAXY
1237648721755832891,22.96563,21.72303,20.17674,19.20412,18.72451,0.1524198,0.1187645,0.08216073,0.06105423,0.04541313,0.5291022,0.0001256963,GALAXY
1237648721759764592,18.80065,16.74869,15.7952,15.35613,15.00455,0.176562,0.1375759,0.09517439,0.07072477,0.05260624,0.07587268,1.224857e-05,GALAXY
1237648721755833105,24.46791,22.03256,20.20025,19.35884,18.86864,0.154683,0.1205279,0.08338066,0.06196076,0.04608743,0.4394508,0.0001452782,GALAXY
1237648721755898332,24.52646,21.29034,19.59032,18.804,18.43661,0.1542519,0.120192,0.08314829,0.06178809,0.04595898,0.4401701,0.0001019255,GALAXY
1237648721755898448,24.362,21.4826,19.86071,19.0466,18.59935,0.1505145,0.1172799,0.08113368,0.06029102,0.04484544,0.5007887,9.145067e-05,GALAXY
1237648721755898505,23.27279,22.63607,21.15843,19.90337,19.47409,0.1507476,0.1174615,0.08125934,0.0603844,0.0449149,0.7701091,0.0001636607,GALAXY
1237648721755898516,22.00378,21.57387,20.51228,19.68486,19.06941,0.1484776,0.1156927,0.08003569,0.05947509,0.04423854,0.6996942,6.544308e-05,GALAXY
1237648721755963569,20.19886,18.32319,17.3133,16.84718,16.47554,0.1408745,0.1097685,0.07593734,0.05642958,0.04197324,0.1164549,2.996999e-05,GALAXY
1237648721755963583,19.67792,17.83917,16.85278,16.38252,16.03455,0.1421937,0.1107963,0.0766484,0.05695798,0.04236627,0.1171453,3.540182e-05,GALAXY
1237648721755963641,19.73253,18.40636,17.45331,16.99343,16.67528,0.1409948,0.1098622,0.07600217,0.05647776,0.04200908,0.2035691,5.588386e-05,GALAXY
1237648721755963886,23.83321,22.56356,21.09124,19.93551,19.57146,0.1390146,0.1083192,0.07493474,0.05568454,0.04141907,0.7260046,0.000272897,GALAXY
1237648721755963899,23.43871,21.6036,20.40136,19.6447,19.29319,0.1391892,0.1084553,0.07502888,0.0557545,0.0414711,0.5674149,0.0001969752,GALAXY
1237648721755963941,23.48436,21.98063,20.32912,19.52876,18.93832,0.1388065,0.1081571,0.07482255,0.05560117,0.04135706,0.4609624,0.0001252855,GALAXY
1237648721755964095,22.44737,21.58122,19.64932,18.9228,18.59752,0.1486585,0.1158337,0.08013318,0.05954755,0.04429244,0.3579073,0.0001486255,GALAXY
1237648721759830130,19.9708,17.94078,16.73256,16.23386,15.83871,0.1725687,0.1344644,0.09302181,0.06912518,0.05141643,0.160473,2.29233e-05,GALAXY
1237648721756029029,18.8045,17.7086,17.20294,16.87753,16.72716,0.1441336,0.1123079,0.0776941,0.05773504,0.04294426,0.08364218,9.080923e-06,GALAXY
1237648721756029043,18.79669,17.38105,16.69164,16.24858,15.94342,0.1499605,0.1168482,0.08083504,0.0600691,0.04468037,0.07010274,7.380441e-06,GALAXY
1237648721756029103,20.10694,18.22819,17.24912,16.81269,16.4502,0.1466993,0.1143071,0.07907711,0.05876277,0.0437087,0.0958964,2.124778e-05,GALAXY
1237648721756029150,19.33702,17.56258,16.63673,16.14473,15.7746,0.146674,0.1142874,0.07906348,0.05875264,0.04370117,0.07164221,1.326325e-05,GALAXY
1237648721756029956,23.27886,21.3253,19.49421,18.60392,18.04626,0.1480475,0.1153576,0.07980384,0.0593028,0.04411039,0.4951005,0.0001767637,GALAXY
1237648721756094577,18.75667,17.4958,16.8005,16.39082,16.09074,0.1446755,0.1127302,0.07798621,0.05795211,0.04310573,0.09404653,9.898441e-06,GALAXY
1237648721756094607,19.51498,17.71908,16.7505,16.2527,15.82526,0.1364981,0.1063584,0.07357824,0.05467652,0.04066928,0.09596653,2.252574e-05,GALAXY
1237648721756094632,22.23127,19.16843,17.69214,17.12368,16.76702,0.1379552,0.1074937,0.07436367,0.05526017,0.04110342,0.2704832,6.153033e-05,GALAXY
1237648721756094689,19.08798,17.36529,16.47758,15.97513,15.57111,0.1421783,0.1107844,0.07664014,0.05695184,0.0423617,0.06261506,1.168457e-05,GALAXY
1237648721756094706,23.00074,20.46194,18.7363,18.15311,17.71736,0.1395433,0.1087312,0.07521971,0.0558963,0.04157658,0.3700761,4.760888e-05,GALAXY
1237648721759895673,16.5248,14.57077,13.71999,13.29917,13.00643,0.1768341,0.1377879,0.09532104,0.07083375,0.0526873,0.03866832,7.610655e-06,GALAXY
1237648721756094942,23.8565,22.29196,20.7045,19.79014,19.30522,0.1463995,0.1140735,0.07891553,0.0586427,0.04361939,0.4952229,0.0001560852,GALAXY
1237648721756095041,23.63678,22.84706,20.74917,19.55529,19.0783,0.1469354,0.1144911,0.07920442,0.05885737,0.04377907,0.6028482,0.0001447797,GALAXY
1237648721756095225,24.78793,22.42248,20.40366,19.46172,18.88806,0.1368061,0.1065984,0.0737443,0.05479992,0.04076107,0.4958715,0.000134712,GALAXY
1237648721756095307,22.78451,22.09897,21.5289,20.59744,20.12803,0.1371928,0.1068997,0.07395273,0.0549548,0.04087628,0.7841328,7.607118e-05,GALAXY
1237648721756095662,24.98922,22.55937,20.51389,19.48993,18.98612,0.1355175,0.1055943,0.07304968,0.05428374,0.04037713,0.5620441,0.000117868,GALAXY
1237648721756160122,20.79006,18.66277,17.62726,17.18726,16.81102,0.13401,0.1044197,0.07223705,0.05367987,0.03992796,0.1242034,3.070016e-05,GALAXY
1237648721756160183,20.55902,18.6946,17.66868,17.11048,16.71227,0.1440482,0.1122414,0.07764806,0.05770083,0.04291882,0.1405501,4.400011e-05,GALAXY
1237648721756160216,18.5949,17.46082,16.97948,16.5834,16.42196,0.134846,0.1050711,0.07268769,0.05401474,0.04017704,0.08264837,6.821035e-06,GALAXY
1237648721756160343,22.41728,21.90166,20.26127,19.33168,19.01277,0.1427325,0.1112162,0.07693884,0.0571738,0.04252681,0.5841705,0.0001447467,GALAXY
1237648721756160485,22.44564,21.57506,19.97038,18.99805,18.54689,0.1450415,0.1130154,0.07818352,0.05809873,0.04321478,0.4655667,0.0001455998,GALAXY
1237648721756160742,23.11213,22.46703,20.86254,19.70587,19.02927,0.1333793,0.1039282,0.07189705,0.05342722,0.03974003,0.7079387,0.0001062498,GALAXY
1237648721756160746,22.77823,21.13877,19.36521,18.62863,18.1672,0.1422735,0.1108586,0.07669146,0.05698997,0.04239007,0.420569,0.0001098299,GALAXY
1237648721756225719,20.87831,18.97556,17.67789,17.17669,16.80994,0.1354524,0.1055436,0.07301458,0.05425766,0.04035773,0.2062128,3.908896e-05,GALAXY
1237648721759961111,16.40243,14.43139,13.53993,13.10149,12.76471,0.1756068,0.1368316,0.09465948,0.07034214,0.05232162,0.03899863,1.078514e-05,GALAXY
1237648721756225726,18.73414,16.90474,16.07117,15.67008,15.35196,0.1373795,0.1070451,0.07405332,0.05502956,0.04093188,0.04546872,1.088318e-05,GALAXY
1237648721756225804,19.50457,18.0898,17.29931,16.88134,16.56668,0.1456284,0.1134726,0.07849985,0.0583338,0.04338963,0.09678293,1.640842e-05,GALAXY
1237648721756225884,22.7935,20.81004,18.97868,18.31607,17.91955,0.1396051,0.1087794,0.07525308,0.0559211,0.04159502,0.3518493,9.925792e-05,GALAXY
1237648721756225987,23.12804,21.97959,20.63039,19.48777,19.01326,0.1365275,0.1063813,0.07359407,0.05468828,0.04067804,0.6746164,0.0001936577,GALAXY
1237648721756226026,23.34183,21.91478,20.50653,19.24047,18.75986,0.1357334,0.1057625,0.07316604,0.0543702,0.04044144,0.5831236,0.0001467024,GALAXY
1237648721756291223,18.56114,17.1606,16.37507,15.94932,15.61319,0.1598002,0.1245152,0.08613907,0.06401056,0.0476121,0.09584197,8.730111e-06,GALAXY
1237648721759961394,19.50011,17.44882,16.35493,15.89395,15.53282,0.1764786,0.137511,0.09512944,0.07069137,0.05258139,0.1255462,2.110893e-05,GALAXY
1237648721756291462,22.58804,21.28061,19.42686,18.77428,18.43372,0.1484756,0.1156912,0.08003465,0.05947432,0.04423797,0.3759667,6.432891e-05,GALAXY
1237648721756291476,21.40477,21.12346,19.74552,18.99494,18.54841,0.1520579,0.1184825,0.08196562,0.06090924,0.04530529,0.5735196,0.0001286248,GALAXY
1237648721756356733,19.42243,17.50313,16.63027,16.22199,15.8865,0.1661378,0.1294535,0.08955531,0.0665492,0.04950038,0.07038519,1.653417e-05,GALAXY
1237648721756356779,19.64911,18.05052,17.20199,16.75062,16.43797,0.1691742,0.1318194,0.09119203,0.06776545,0.05040504,0.09698364,1.256755e-05,GALAXY
1237648721756356796,19.3414,17.47451,16.53033,16.09792,15.76174,0.1655239,0.1289751,0.08922436,0.06630326,0.04931745,0.08454417,1.794394e-05,GALAXY
1237648721756356987,22.38977,20.52542,18.7776,18.051,17.69467,0.165334,0.1288272,0.08912203,0.06622722,0.04926088,0.4190794,9.53315e-05,GALAXY
1237648721760026732,20.46817,18.55366,17.43674,16.96425,16.60439,0.1860261,0.1449503,0.1002759,0.07451578,0.05542605,0.1497226,2.336501e-05,GALAXY
1237648721756356988,23.12504,20.64316,18.86999,18.18721,17.75123,0.1654737,0.128936,0.0891973,0.06628315,0.04930249,0.4150226,8.437226e-05,GALAXY
1237648721756357189,23.96085,22.67032,20.90647,19.82833,19.17137,0.1658479,0.1292275,0.08939902,0.06643305,0.04941399,0.5596343,0.0001255628,GALAXY
1237648721756357310,23.14612,21.72647,20.01332,19.19696,18.67789,0.1687057,0.1314543,0.09093951,0.0675778,0.05026547,0.3776869,0.0001349941,GALAXY
1237648721756422261,19.13346,17.59563,16.87067,16.46856,16.23406,0.1584321,0.1234493,0.08540162,0.06346256,0.04720448,0.09488719,8.701386e-06,GALAXY
1237648721756422291,18.67767,17.40401,16.82637,16.43963,16.21605,0.1716486,0.1337474,0.09252585,0.06875662,0.05114229,0.09481686,6.255921e-06,GALAXY
1237648721756422316,19.10529,17.83982,17.27423,16.89955,16.7092,0.1713153,0.1334877,0.09234618,0.06862311,0.05104299,0.09737416,7.234394e-06,GALAXY
1237648721756422344,19.60302,17.6792,16.69251,16.26302,15.86711,0.1677594,0.130717,0.0904294,0.06719874,0.04998352,0.09648012,1.823024e-05,GALAXY
1237648721756422357,18.78365,17.12004,16.22586,15.77027,15.41088,0.1746022,0.1360488,0.09411795,0.06993973,0.0520223,0.09808913,2.226899e-05,GALAXY
1237648721756422373,19.38078,17.60579,16.6898,16.25387,15.92419,0.1728169,0.1346577,0.09315559,0.06922459,0.05149038,0.1167877,2.989994e-05,GALAXY
1237648721756422415,22.62826,20.2503,18.68058,18.07373,17.70149,0.1589552,0.1238568,0.08568358,0.06367209,0.04736033,0.3025345,3.761487e-05,GALAXY
1237648721756422477,21.99417,21.23884,20.46712,19.73883,19.36809,0.1716771,0.1337696,0.09254122,0.06876805,0.05115079,0.6108593,7.447463e-05,GALAXY
1237648721756422621,22.59803,21.83476,20.26948,19.42249,18.94238,0.1719873,0.1340113,0.09270842,0.06889229,0.05124321,0.4623045,0.0001487204,GALAXY
1237648721756487684,19.20634,17.79359,17.00154,16.55965,16.21648,0.1748578,0.136248,0.09425572,0.0700421,0.05209846,0.09462593,1.147639e-05,GALAXY
1237648721756487821,18.50056,17.50756,17.00389,16.66908,16.46228,0.1730901,0.1348707,0.09330291,0.06933406,0.0515718,0.09658662,7.27786e-06,GALAXY
1237648721756487825,19.45778,18.26242,17.73939,17.42722,17.21388,0.1826396,0.1423115,0.09845045,0.07315923,0.05441703,0.09437191,7.688114e-06,GALAXY
1237648721756487831,20.01597,18.20536,17.29969,16.90977,16.56919,0.1697712,0.1322846,0.09151387,0.06800462,0.05058294,0.0956322,1.962909e-05,GALAXY
1237648721756487861,19.2575,18.12506,17.56038,17.19979,16.96601,0.1728589,0.1346905,0.09317823,0.06924141,0.05150289,0.09566105,7.316288e-06,GALAXY
1237648721756487896,19.09695,17.44921,16.60582,16.11522,15.67483,0.1821376,0.1419204,0.09817987,0.07295816,0.05426747,0.0466034,2.111756e-05,GALAXY
1237648721756488010,19.68568,18.2982,17.57766,17.21628,17.00864,0.1872785,0.1459262,0.100951,0.07501744,0.0557992,0.1141187,1.6866e-05,GALAXY
1237648721756488327,22.68847,21.5024,20.16198,19.2687,18.85489,0.1834694,0.1429581,0.09889776,0.07349163,0.05466428,0.4560066,0.0001010861,GALAXY
1237648721756618816,20.05634,17.88639,16.85816,16.372,16.05923,0.1887803,0.1470964,0.1017606,0.07561902,0.05624666,0.09648617,2.123556e-05,GALAXY
1237648721756618909,23.24976,21.43948,20.81381,19.94218,19.35532,0.1777795,0.1385246,0.09583067,0.07121246,0.05296899,0.6497427,0.0001585929,GALAXY
1237648721756618951,19.28999,17.52542,16.67999,16.25307,15.92428,0.1833662,0.1428777,0.09884214,0.0734503,0.05463353,0.09541611,2.494448e-05,GALAXY
1237648721756618976,18.29923,16.27507,15.29161,14.85673,14.5159,0.1806792,0.140784,0.0973937,0.07237396,0.05383293,0.09555726,1.513722e-05,GALAXY
1237648721756619081,22.25686,20.13248,18.52216,17.92282,17.53991,0.1770082,0.1379236,0.09541488,0.07090348,0.05273917,0.3035527,6.177635e-05,GALAXY
1237648721756619274,23.2896,22.04864,20.08011,19.11219,18.69191,0.1832133,0.1427586,0.09875971,0.07338905,0.05458797,0.5309566,9.267154e-05,GALAXY
1237648721756619423,23.09799,21.55684,19.65224,18.67795,18.22145,0.1796157,0.1399553,0.09682044,0.07194796,0.05351607,0.4927019,8.600093e-05,GALAXY
1237648721756619662,24.19404,22.18822,20.74509,19.54751,19.12733,0.1833334,0.1428522,0.09882446,0.07343717,0.05462376,0.7506093,0.0001515569,GALAXY
1237648721760288813,19.64545,17.58724,16.49954,16.02708,15.62588,0.1808987,0.1409551,0.09751207,0.07246191,0.05389835,0.1251915,1.853412e-05,GALAXY
1237648721756684465,19.82787,18.17022,17.32154,16.89771,16.63257,0.1773777,0.1382115,0.09561406,0.07105149,0.05284926,0.09665794,2.822379e-05,GALAXY
1237648721760288975,20.16052,18.08984,17.00274,16.54006,16.15392,0.177914,0.1386294,0.09590317,0.07126634,0.05300906,0.1271792,1.924364e-05,GALAXY
1237648721756684468,20.35271,18.44004,17.47706,17.05192,16.69039,0.1773117,0.1381601,0.09557853,0.07102509,0.05282962,0.0971152,2.971673e-05,GALAXY
1237648721756684485,19.61665,18.28428,17.51843,17.10299,16.79958,0.1773982,0.1382274,0.09562511,0.0710597,0.05285536,0.09665108,1.300262e-05,GALAXY
1237648721756684487,20.19351,18.38054,17.40253,16.98361,16.63093,0.1749848,0.136347,0.09432419,0.07009298,0.0521363,0.1131648,2.72696e-05,GALAXY
1237648721756684771,24.7506,21.9345,20.19261,19.35743,18.83768,0.1774208,0.1382451,0.09563734,0.07106879,0.05286212,0.4494519,8.745625e-05,GALAXY
1237648721756684897,22.74474,21.5348,19.92203,19.13318,18.58289,0.1773109,0.1381594,0.09557804,0.07102473,0.05282935,0.4622899,0.0001007187,GALAXY
1237648721756684902,24.24323,21.39953,19.91701,19.04937,18.50661,0.1754095,0.1366779,0.09455314,0.07026312,0.05226285,0.4616084,8.537524e-05,GALAXY
1237648721756685025,22.19039,21.45246,20.28502,19.41615,19.01596,0.1843734,0.1436625,0.09938505,0.07385374,0.05493362,0.6627474,8.012708e-05,GALAXY
1237648721756685136,23.66989,22.7372,21.11766,19.80622,19.30338,0.1769522,0.1378799,0.09538469,0.07088105,0.05272248,0.6433293,0.0001397053,GALAXY
1237648721756749974,19.75767,18.15224,17.45605,17.10611,16.90625,0.1805559,0.1406879,0.09732726,0.07232459,0.05379621,0.1133924,1.484858e-05,GALAXY
1237648721756750022,19.48566,18.161,17.48955,17.04429,16.76589,0.1971531,0.1536204,0.1062739,0.07897287,0.05874131,0.09665173,6.270307e-06,GALAXY
1237648721756750035,19.06703,17.45259,16.65868,16.19909,15.87308,0.2030179,0.1581901,0.1094352,0.08132209,0.06048869,0.06404451,1.174448e-05,GALAXY
1237648721756750068,20.15097,18.09898,17.11366,16.65702,16.283,0.1898762,0.1479503,0.1023513,0.07605799,0.05657317,0.09524669,2.428324e-05,GALAXY
1237648721756750098,22.27721,19.90138,18.34475,17.72269,17.41998,0.1977593,0.1540927,0.1066006,0.07921568,0.05892191,0.3088157,3.533965e-05,GALAXY
1237648721756750106,22.33728,20.20523,18.55091,17.9242,17.54505,0.1868258,0.1455734,0.100707,0.07483608,0.05566429,0.3042306,6.107029e-05,GALAXY
1237648721756750132,22.19489,20.1984,18.59909,17.97154,17.56843,0.1806557,0.1407657,0.09738108,0.07236458,0.05382595,0.304406,3.44432e-05,GALAXY
1237648721756750180,24.72538,20.47284,18.7906,18.18759,17.84474,0.1956091,0.1524173,0.1054415,0.07835437,0.05828126,0.3058935,5.485841e-05,GALAXY
1237648721756750528,24.67071,23.48879,21.54472,20.23044,19.87173,0.1990577,0.1551044,0.1073005,0.07973578,0.05930877,0.7025233,0.0001545361,GALAXY
1237648721756750833,22.40735,22.87654,20.77808,19.78137,19.4077,0.1946093,0.1516382,0.1049026,0.0779539,0.05798338,0.6143104,0.000257352,GALAXY
1237648721756815492,19.85478,17.81423,16.81306,16.37572,15.99972,0.1881029,0.1465685,0.1013954,0.07534767,0.05604482,0.09462989,1.824825e-05,GALAXY
1237648721756815543,20.02918,18.33846,17.37242,16.92134,16.56536,0.1993999,0.155371,0.107485,0.07987285,0.05941072,0.1115661,3.431558e-05,GALAXY
1237648721756816174,24.97023,22.40043,20.99026,19.97334,19.41177,0.2037068,0.158727,0.1098066,0.08159807,0.06069398,0.5427489,0.0001284579,GALAXY
1237648721756880949,16.34739,15.01962,14.38505,14.06982,13.81414,0.2069909,0.1612859,0.1115768,0.08291355,0.06167245,0.02148222,9.693471e-06,GALAXY
1237648721756881092,17.45059,15.72079,14.90642,14.47219,14.09925,0.1972669,0.153709,0.1063352,0.07901845,0.05877521,0.02134296,9.40201e-06,GALAXY
1237648721756881117,20.57728,18.62591,17.73591,17.32458,17.02225,0.1973209,0.1537511,0.1063643,0.07904007,0.05879129,0.07153392,2.470189e-05,GALAXY
1237648721756881161,19.40373,17.93342,17.12473,16.68318,16.37335,0.2016426,0.1571185,0.1086939,0.08077119,0.06007893,0.07240278,1.511478e-05,GALAXY
1237648721756881192,20.55363,18.75934,17.85287,17.40393,17.03103,0.192067,0.1496573,0.1035322,0.07693554,0.05722591,0.07146045,2.628857e-05,GALAXY
1237648721756881208,22.56178,21.54041,20.23829,19.47388,18.88008,0.1956099,0.1524179,0.105442,0.07835469,0.05828149,0.56056,0.0002265658,GALAXY
1237648721756881221,18.96931,17.03969,16.035,15.6187,15.25381,0.1978728,0.1541812,0.1066618,0.07926116,0.05895574,0.1111002,1.802028e-05,GALAXY
1237648721756881241,20.33626,18.32832,17.27654,16.79577,16.36645,0.2008621,0.1565104,0.1082732,0.08045857,0.0598464,0.09406105,2.865838e-05,GALAXY
1237648721756881669,23.55179,21.46022,19.80018,18.95808,18.59119,0.2003165,0.1560853,0.1079791,0.08024001,0.05968383,0.4469297,6.639851e-05,GALAXY
1237648721760616637,20.66455,18.65757,17.56565,17.04653,16.60809,0.1908253,0.1486898,0.1028629,0.07643815,0.05685594,0.1346781,3.943826e-05,GALAXY
1237648721756881690,23.28867,21.93209,20.1195,19.07032,18.61995,0.1972965,0.1537321,0.1063512,0.07903031,0.05878403,0.5599487,8.326529e-05,GALAXY
1237648721756881841,24.39144,22.56891,20.63681,19.62478,19.04129,0.1999549,0.1558035,0.1077841,0.08009516,0.05957608,0.5599138,0.0001317765,GALAXY
1237648721756946640,20.3214,18.24479,17.21069,16.78741,16.42831,0.1877923,0.1463265,0.101228,0.07522325,0.05595228,0.1109645,2.782794e-05,GALAXY
1237648721756946646,20.12501,18.30844,17.2616,16.83151,16.44147,0.1844442,0.1437177,0.09942324,0.07388212,0.05495472,0.1112022,3.194052e-05,GALAXY
1237648721756946674,20.50593,18.55697,17.5362,17.11065,16.7558,0.1907823,0.1486563,0.1028397,0.07642093,0.05684313,0.1101477,2.334811e-05,GALAXY
1237648721756946678,19.85908,18.06881,17.07064,16.54328,16.11822,0.1972627,0.1537058,0.106333,0.07901678,0.05877397,0.07149646,2.700028e-05,GALAXY
1237648721756946705,19.45276,18.08233,17.40516,17.01789,16.76619,0.1805277,0.140666,0.09731209,0.07231331,0.05378782,0.0944031,7.562494e-06,GALAXY
1237648721756946711,18.47797,17.19529,16.57952,16.21368,15.9755,0.1771725,0.1380516,0.09550346,0.07096931,0.05278813,0.09462369,1.130644e-05,GALAXY
1237648721756946756,20.91296,19.55485,18.03176,17.4643,17.04208,0.1846282,0.1438611,0.09952243,0.07395583,0.05500955,0.302756,3.343725e-05,GALAXY
1237648721756947130,24.34566,22.20617,20.60842,19.71252,19.1917,0.1851155,0.1442408,0.09978508,0.07415101,0.05515473,0.524975,0.0001325578,GALAXY
1237648721757012098,18.81806,17.66573,17.14927,16.75297,16.55175,0.182562,0.1422511,0.09840865,0.07312818,0.05439393,0.0931733,6.421275e-06,GALAXY
1237648721757012161,20.58858,18.47403,17.50687,17.07291,16.72297,0.1865623,0.1453681,0.100565,0.07473055,0.05558579,0.09412367,2.496306e-05,GALAXY
1237648721757012639,23.38316,21.45686,19.6858,18.92218,18.39318,0.1872865,0.1459324,0.1009554,0.07502065,0.05580158,0.3800749,7.724415e-05,GALAXY
1237648721757012753,22.99453,22.07024,20.71043,19.7641,20.22971,0.1941459,0.1512772,0.1046529,0.07776829,0.05784532,0.5436921,0.0001645159,GALAXY
1237648721757077638,19.07018,17.7382,17.0398,16.61937,16.34582,0.1913622,0.1491081,0.1031523,0.07665322,0.05701591,0.09631827,1.217146e-05,GALAXY
1237648721757077706,20.20979,18.13934,17.16758,16.71264,16.35098,0.1973151,0.1537466,0.1063612,0.07903776,0.05878957,0.09391192,2.298759e-05,GALAXY
1237648721757077724,19.31438,18.04084,17.46873,17.12273,16.83391,0.1986654,0.1547987,0.107089,0.07957862,0.05919188,0.09697206,1.056505e-05,GALAXY
1237648721757077755,19.2867,17.95832,17.17408,16.74475,16.41903,0.1982112,0.1544448,0.1068442,0.07939669,0.05905655,0.1482422,1.184503e-05,GALAXY
1237648721760878739,18.44829,16.56144,15.67841,15.28276,14.93778,0.1953471,0.1522131,0.1053003,0.07824943,0.0582032,0.04228432,9.896458e-06,GALAXY
1237648721757077761,20.01728,18.16084,17.18966,16.77148,16.38128,0.20127,0.1568282,0.108493,0.08062194,0.05996791,0.09538377,3.181271e-05,GALAXY
1237648721757078206,24.32976,21.71064,19.93415,19.11056,18.58705,0.1984817,0.1546556,0.10699,0.07950505,0.05913715,0.4367872,9.814779e-05,GALAXY
1237648721757078227,23.95796,21.54348,19.63995,18.84618,18.34711,0.1989941,0.1550549,0.1072662,0.0797103,0.05928982,0.4390556,7.388171e-05,GALAXY
1237648721757078235,23.40869,21.42793,19.82335,19.04827,18.63857,0.19899,0.1550516,0.107264,0.07970865,0.05928859,0.4381051,9.102748e-05,GALAXY
1237648721757208780,21.28004,18.89377,17.63411,17.09933,16.7118,0.207578,0.1617434,0.1118933,0.08314873,0.06184738,0.1480429,3.493773e-05,GALAXY
1237648721757208972,22.56555,21.32055,19.93244,19.15915,18.86445,0.2006458,0.1563419,0.1081566,0.08037194,0.05978195,0.4996978,9.20642e-05,GALAXY
1237648721757274128,20.95802,18.89429,17.89099,17.48689,17.13263,0.2134947,0.1663537,0.1150827,0.08551877,0.06361026,0.09823786,2.686528e-05,GALAXY
1237648721761075359,20.70623,18.80568,17.64941,17.20912,16.85125,0.134019,0.1044267,0.07224193,0.0536835,0.03993066,0.1563845,2.900524e-05,GALAXY
1237648721757274334,19.56144,18.33766,17.68966,17.26392,16.99642,0.219186,0.1707883,0.1181505,0.0877985,0.06530596,0.09590657,5.864444e-06,GALAXY
1237648721757274423,22.83262,20.31945,18.60311,17.99333,17.61167,0.2335438,0.1819758,0.12589,0.09354976,0.06958383,0.3264726,8.211641e-05,GALAXY
1237648721757339832,19.74674,18.47778,17.8607,17.48809,17.24184,0.2397434,0.1868065,0.1292318,0.09603311,0.071431,0.09801202,6.730575e-06,GALAXY
1237648721757340250,23.00259,20.92935,18.97807,18.33771,17.84752,0.2591812,0.2019522,0.1397096,0.1038192,0.07722242,0.3126287,4.44202e-05,GALAXY
1237648721757405212,20.41617,18.8214,17.90648,17.43399,17.13558,0.2555083,0.1990904,0.1377298,0.102348,0.0761281,0.09830527,1.077914e-05,GALAXY
1237648721757405352,18.27523,16.89069,16.28858,15.98551,15.82422,0.2652637,0.2066917,0.1429884,0.1062557,0.07903471,0.05605672,1.288132e-05,GALAXY
1237648721757471112,22.42474,21.59912,20.71631,19.90629,19.61721,0.2632096,0.2050912,0.1418811,0.1054329,0.0784227,0.5006834,0.0001083685,GALAXY
